OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPriceNGN,Discount,RevenueNGN,COGSNGN,ProfitNGN
SO-02125,2025-07-26,C0039,P004,1,47000,0,47000,28000,19000
SO-02126,2025-07-26,C0078,P001,1,65000,0,65000,42000,23000
SO-02127,2025-07-26,C0389,P002,12,59000,0.05,672600,456000,216600
SO-02128,2025-07-26,C0272,P011,4,27000,0.03,104760,64000,40760
SO-02129,2025-07-26,C0168,P010,11,72000,0.1,712800,528000,184800
SO-02130,2025-07-26,C0241,P007,4,98000,0.05,372400,280000,92400
SO-02131,2025-07-26,C0304,P004,14,47000,0.12,579040,392000,187040
SO-02132,2025-07-27,C0003,P007,4,98000,0.03,380240,280000,100240
SO-02133,2025-07-28,C0353,P001,2,65000,0.08,119600,84000,35600
SO-02134,2025-07-28,C0155,P011,11,27000,0.12,261360,176000,85360
SO-02135,2025-07-28,C0025,P011,7,27000,0.12,166320,112000,54320
SO-02136,2025-07-28,C0143,P007,5,98000,0,490000,350000,140000
SO-02137,2025-07-28,C0356,P004,2,47000,0.03,91180,56000,35180
SO-02138,2025-07-28,C0042,P004,2,47000,0,94000,56000,38000
SO-02139,2025-07-28,C0333,P002,1,59000,0.05,56050,38000,18050
SO-02140,2025-07-28,C0103,P011,2,27000,0.03,52380,32000,20380
SO-02141,2025-07-28,C0004,P010,1,72000,0,72000,48000,24000
SO-02142,2025-07-28,C0092,P008,3,420000,0,1260000,930000,330000
SO-02143,2025-07-28,C0136,P007,2,98000,0.03,190120,140000,50120
SO-02144,2025-07-28,C0344,P006,2,130000,0.03,252200,170000,82200
SO-02145,2025-07-28,C0156,P002,4,59000,0,236000,152000,84000
SO-02146,2025-07-28,C0209,P008,13,420000,0.12,4804800,4030000,774800
SO-02147,2025-07-28,C0048,P002,3,59000,0.05,168150,114000,54150
SO-02148,2025-07-28,C0328,P003,14,140000,0.12,1724800,1330000,394800
SO-02149,2025-07-28,C0413,P011,3,27000,0.03,78570,48000,30570
SO-02150,2025-07-29,C0319,P004,2,47000,0,94000,56000,38000
SO-02151,2025-07-29,C0168,P011,2,27000,0.05,51300,32000,19300
SO-02152,2025-07-29,C0246,P011,1,27000,0.05,25650,16000,9650
SO-02153,2025-07-29,C0389,P009,14,690000,0.08,8887200,7280000,1607200
SO-02154,2025-07-29,C0139,P004,13,47000,0.05,580450,364000,216450
SO-02155,2025-07-29,C0218,P007,2,98000,0,196000,140000,56000
SO-02156,2025-07-29,C0131,P009,3,690000,0.1,1863000,1560000,303000
SO-02157,2025-07-29,C0265,P012,2,320000,0,640000,460000,180000
SO-02158,2025-07-29,C0214,P004,2,47000,0,94000,56000,38000
SO-02159,2025-07-29,C0318,P001,1,65000,0.05,61750,42000,19750
SO-02160,2025-07-29,C0366,P010,3,72000,0.08,198720,144000,54720
SO-02161,2025-07-29,C0315,P006,3,130000,0.03,378300,255000,123300
SO-02162,2025-07-29,C0379,P010,2,72000,0.05,136800,96000,40800
SO-02163,2025-07-29,C0015,P005,2,180000,0.12,316800,240000,76800
SO-02164,2025-07-29,C0355,P001,5,65000,0.05,308750,210000,98750
SO-02165,2025-07-30,C0213,P001,1,65000,0.05,61750,42000,19750
SO-02166,2025-07-30,C0300,P012,1,320000,0,320000,230000,90000
SO-02167,2025-07-30,C0029,P005,2,180000,0.05,342000,240000,102000
SO-02168,2025-07-30,C0260,P001,1,65000,0,65000,42000,23000
SO-02169,2025-07-30,C0040,P010,1,72000,0.03,69840,48000,21840
SO-02170,2025-07-30,C0108,P007,2,98000,0,196000,140000,56000
SO-02171,2025-07-30,C0301,P001,2,65000,0.08,119600,84000,35600
SO-02172,2025-07-30,C0376,P001,6,65000,0.08,358800,252000,106800
SO-02173,2025-07-30,C0409,P001,3,65000,0.03,189150,126000,63150
SO-02174,2025-07-30,C0370,P012,1,320000,0.05,304000,230000,74000
SO-02175,2025-07-30,C0417,P011,3,27000,0,81000,48000,33000
SO-02176,2025-07-30,C0088,P003,7,140000,0.1,882000,665000,217000
SO-02177,2025-07-30,C0262,P012,5,320000,0.08,1472000,1150000,322000
SO-02178,2025-07-31,C0420,P004,5,47000,0.05,223250,140000,83250
SO-02179,2025-07-31,C0332,P006,11,130000,0.05,1358500,935000,423500
SO-02180,2025-07-31,C0343,P007,1,98000,0,98000,70000,28000
SO-02181,2025-07-31,C0338,P001,4,65000,0,260000,168000,92000
SO-02182,2025-07-31,C0168,P002,11,59000,0.1,584100,418000,166100
SO-02183,2025-07-31,C0283,P001,1,65000,0,65000,42000,23000
SO-02184,2025-07-31,C0364,P007,5,98000,0.12,431200,350000,81200
SO-02185,2025-07-31,C0226,P007,9,98000,0.1,793800,630000,163800
SO-02186,2025-07-31,C0275,P010,13,72000,0.08,861120,624000,237120
SO-02187,2025-08-01,C0201,P001,2,65000,0,130000,84000,46000
SO-02188,2025-08-01,C0025,P006,13,130000,0.1,1521000,1105000,416000
SO-02189,2025-08-01,C0173,P008,2,420000,0.05,798000,620000,178000
SO-02190,2025-08-01,C0022,P012,5,320000,0,1600000,1150000,450000
SO-02191,2025-08-01,C0022,P002,4,59000,0.03,228920,152000,76920
SO-02192,2025-08-01,C0271,P004,2,47000,0,94000,56000,38000
SO-02193,2025-08-01,C0038,P004,1,47000,0.03,45590,28000,17590
SO-02194,2025-08-01,C0063,P011,4,27000,0.05,102600,64000,38600
SO-02195,2025-08-01,C0035,P002,1,59000,0,59000,38000,21000
SO-02196,2025-08-01,C0112,P003,2,140000,0,280000,190000,90000
SO-02197,2025-08-02,C0182,P001,4,65000,0,260000,168000,92000
SO-02198,2025-08-02,C0026,P011,10,27000,0.1,243000,160000,83000
SO-02199,2025-08-02,C0230,P005,11,180000,0.1,1782000,1320000,462000
SO-02200,2025-08-02,C0385,P011,7,27000,0.05,179550,112000,67550
SO-02201,2025-08-03,C0107,P004,4,47000,0,188000,112000,76000
SO-02202,2025-08-03,C0270,P001,1,65000,0,65000,42000,23000
SO-02203,2025-08-03,C0341,P011,1,27000,0.03,26190,16000,10190
SO-02204,2025-08-03,C0148,P005,5,180000,0,900000,600000,300000
SO-02205,2025-08-03,C0115,P002,2,59000,0,118000,76000,42000
SO-02206,2025-08-04,C0195,P001,6,65000,0.12,343200,252000,91200
SO-02207,2025-08-04,C0095,P005,5,180000,0.1,810000,600000,210000
SO-02208,2025-08-04,C0139,P007,14,98000,0.05,1303400,980000,323400
SO-02209,2025-08-04,C0362,P002,2,59000,0,118000,76000,42000
SO-02210,2025-08-04,C0085,P010,6,72000,0.05,410400,288000,122400
SO-02211,2025-08-04,C0084,P010,2,72000,0.03,139680,96000,43680
SO-02212,2025-08-04,C0335,P011,1,27000,0,27000,16000,11000
SO-02213,2025-08-04,C0024,P011,2,27000,0,54000,32000,22000
SO-02214,2025-08-04,C0293,P008,2,420000,0.05,798000,620000,178000
SO-02215,2025-08-04,C0104,P006,4,130000,0,520000,340000,180000
SO-02216,2025-08-04,C0013,P002,2,59000,0.12,103840,76000,27840
SO-02217,2025-08-04,C0168,P004,14,47000,0.08,605360,392000,213360
SO-02218,2025-08-04,C0086,P006,1,130000,0.05,123500,85000,38500
SO-02219,2025-08-04,C0261,P012,7,320000,0.05,2128000,1610000,518000
SO-02220,2025-08-04,C0165,P010,2,72000,0,144000,96000,48000
SO-02221,2025-08-04,C0356,P011,1,27000,0,27000,16000,11000
SO-02222,2025-08-04,C0039,P003,1,140000,0,140000,95000,45000
SO-02223,2025-08-05,C0157,P002,5,59000,0.03,286150,190000,96150
SO-02224,2025-08-05,C0231,P010,12,72000,0.1,777600,576000,201600
SO-02225,2025-08-05,C0134,P004,8,47000,0.08,345920,224000,121920
SO-02226,2025-08-05,C0182,P001,2,65000,0,130000,84000,46000
SO-02227,2025-08-05,C0286,P001,8,65000,0.05,494000,336000,158000
SO-02228,2025-08-05,C0165,P006,1,130000,0,130000,85000,45000
SO-02229,2025-08-05,C0409,P006,1,130000,0.05,123500,85000,38500
SO-02230,2025-08-05,C0054,P004,2,47000,0.03,91180,56000,35180
SO-02231,2025-08-05,C0171,P006,2,130000,0.03,252200,170000,82200
SO-02232,2025-08-05,C0384,P011,2,27000,0,54000,32000,22000
SO-02233,2025-08-05,C0204,P007,9,98000,0.05,837900,630000,207900
SO-02234,2025-08-05,C0237,P011,2,27000,0.12,47520,32000,15520
SO-02235,2025-08-05,C0273,P010,3,72000,0,216000,144000,72000
SO-02236,2025-08-05,C0263,P007,3,98000,0,294000,210000,84000
SO-02237,2025-08-05,C0313,P002,1,59000,0.03,57230,38000,19230
SO-02238,2025-08-06,C0090,P010,2,72000,0,144000,96000,48000
SO-02239,2025-08-06,C0093,P004,4,47000,0.05,178600,112000,66600
SO-02240,2025-08-06,C0142,P010,5,72000,0.05,342000,240000,102000
SO-02241,2025-08-06,C0107,P011,2,27000,0.03,52380,32000,20380
SO-02242,2025-08-06,C0209,P010,3,72000,0.05,205200,144000,61200
SO-02243,2025-08-06,C0275,P005,6,180000,0.1,972000,720000,252000
SO-02244,2025-08-06,C0195,P011,7,27000,0.08,173880,112000,61880
SO-02245,2025-08-06,C0032,P005,4,180000,0.05,684000,480000,204000
SO-02246,2025-08-06,C0142,P007,1,98000,0,98000,70000,28000
SO-02247,2025-08-06,C0092,P007,4,98000,0,392000,280000,112000
SO-02248,2025-08-06,C0070,P001,11,65000,0.12,629200,462000,167200
SO-02249,2025-08-06,C0124,P011,2,27000,0,54000,32000,22000
SO-02250,2025-08-06,C0132,P003,2,140000,0.12,246400,190000,56400
SO-02251,2025-08-06,C0126,P002,2,59000,0.05,112100,76000,36100
SO-02252,2025-08-06,C0227,P008,2,420000,0,840000,620000,220000
SO-02253,2025-08-06,C0369,P001,2,65000,0,130000,84000,46000
SO-02254,2025-08-06,C0300,P006,2,130000,0,260000,170000,90000
SO-02255,2025-08-06,C0326,P010,5,72000,0.08,331200,240000,91200
SO-02256,2025-08-07,C0364,P005,8,180000,0.12,1267200,960000,307200
SO-02257,2025-08-07,C0391,P007,1,98000,0,98000,70000,28000
SO-02258,2025-08-07,C0079,P010,3,72000,0.1,194400,144000,50400
SO-02259,2025-08-07,C0072,P010,1,72000,0,72000,48000,24000
SO-02260,2025-08-07,C0342,P009,4,690000,0.1,2484000,2080000,404000
SO-02261,2025-08-07,C0336,P005,8,180000,0.12,1267200,960000,307200
SO-02262,2025-08-07,C0054,P001,5,65000,0.05,308750,210000,98750
SO-02263,2025-08-07,C0225,P002,8,59000,0.12,415360,304000,111360
SO-02264,2025-08-07,C0186,P007,1,98000,0.03,95060,70000,25060
SO-02265,2025-08-07,C0221,P004,1,47000,0.05,44650,28000,16650
SO-02266,2025-08-07,C0361,P002,3,59000,0.03,171690,114000,57690
SO-02267,2025-08-07,C0086,P005,2,180000,0.05,342000,240000,102000
SO-02268,2025-08-07,C0282,P011,2,27000,0,54000,32000,22000
SO-02269,2025-08-07,C0218,P002,1,59000,0.03,57230,38000,19230
SO-02270,2025-08-08,C0214,P011,3,27000,0.03,78570,48000,30570
SO-02271,2025-08-08,C0188,P007,4,98000,0.12,344960,280000,64960
SO-02272,2025-08-08,C0411,P004,1,47000,0.03,45590,28000,17590
SO-02273,2025-08-08,C0284,P005,3,180000,0.03,523800,360000,163800
SO-02274,2025-08-08,C0265,P005,1,180000,0.03,174600,120000,54600
SO-02275,2025-08-08,C0222,P006,4,130000,0.05,494000,340000,154000
SO-02276,2025-08-08,C0321,P003,4,140000,0,560000,380000,180000
SO-02277,2025-08-08,C0089,P004,3,47000,0.03,136770,84000,52770
SO-02278,2025-08-08,C0338,P007,1,98000,0,98000,70000,28000
SO-02279,2025-08-08,C0020,P010,2,72000,0,144000,96000,48000
SO-02280,2025-08-08,C0051,P012,2,320000,0,640000,460000,180000
SO-02281,2025-08-08,C0405,P011,13,27000,0.05,333450,208000,125450
SO-02282,2025-08-08,C0174,P001,2,65000,0,130000,84000,46000
SO-02283,2025-08-08,C0256,P007,9,98000,0.08,811440,630000,181440
SO-02284,2025-08-08,C0205,P002,4,59000,0,236000,152000,84000
SO-02285,2025-08-08,C0061,P001,5,65000,0.03,315250,210000,105250
SO-02286,2025-08-09,C0384,P002,2,59000,0.05,112100,76000,36100
SO-02287,2025-08-10,C0165,P004,2,47000,0.03,91180,56000,35180
SO-02288,2025-08-10,C0341,P010,1,72000,0.05,68400,48000,20400
SO-02289,2025-08-10,C0030,P001,1,65000,0.05,61750,42000,19750
SO-02290,2025-08-10,C0414,P004,2,47000,0.03,91180,56000,35180
SO-02291,2025-08-10,C0327,P002,3,59000,0.05,168150,114000,54150
SO-02292,2025-08-10,C0393,P002,3,59000,0,177000,114000,63000
SO-02293,2025-08-10,C0241,P001,2,65000,0,130000,84000,46000
SO-02294,2025-08-10,C0341,P006,1,130000,0.03,126100,85000,41100
SO-02295,2025-08-11,C0347,P006,3,130000,0.03,378300,255000,123300
SO-02296,2025-08-11,C0360,P007,4,98000,0.05,372400,280000,92400
SO-02297,2025-08-11,C0138,P010,13,72000,0.05,889200,624000,265200
SO-02298,2025-08-11,C0001,P012,13,320000,0.1,3744000,2990000,754000
SO-02299,2025-08-11,C0386,P002,5,59000,0,295000,190000,105000
SO-02300,2025-08-11,C0261,P009,4,690000,0.1,2484000,2080000,404000
SO-02301,2025-08-11,C0360,P003,1,140000,0.03,135800,95000,40800
SO-02302,2025-08-11,C0297,P006,1,130000,0.03,126100,85000,41100
SO-02303,2025-08-11,C0182,P005,1,180000,0.05,171000,120000,51000
SO-02304,2025-08-11,C0034,P011,2,27000,0.05,51300,32000,19300
SO-02305,2025-08-11,C0129,P008,8,420000,0.1,3024000,2480000,544000
SO-02306,2025-08-11,C0293,P011,1,27000,0.05,25650,16000,9650
SO-02307,2025-08-11,C0172,P002,14,59000,0.12,726880,532000,194880
SO-02308,2025-08-11,C0327,P002,4,59000,0.03,228920,152000,76920
SO-02309,2025-08-11,C0085,P001,13,65000,0.08,777400,546000,231400
SO-02310,2025-08-11,C0085,P011,3,27000,0.05,76950,48000,28950
SO-02311,2025-08-11,C0067,P002,6,59000,0.1,318600,228000,90600
SO-02312,2025-08-12,C0366,P006,2,130000,0.08,239200,170000,69200
SO-02313,2025-08-12,C0296,P007,14,98000,0.08,1262240,980000,282240
SO-02314,2025-08-12,C0376,P010,6,72000,0.05,410400,288000,122400
SO-02315,2025-08-12,C0289,P001,2,65000,0.12,114400,84000,30400
SO-02316,2025-08-12,C0079,P004,13,47000,0.1,549900,364000,185900
SO-02317,2025-08-12,C0077,P002,1,59000,0,59000,38000,21000
SO-02318,2025-08-12,C0069,P011,5,27000,0.08,124200,80000,44200
SO-02319,2025-08-12,C0217,P009,2,690000,0.05,1311000,1040000,271000
SO-02320,2025-08-12,C0208,P009,2,690000,0,1380000,1040000,340000
SO-02321,2025-08-12,C0074,P001,5,65000,0.05,308750,210000,98750
SO-02322,2025-08-12,C0060,P001,6,65000,0.08,358800,252000,106800
SO-02323,2025-08-12,C0094,P010,11,72000,0.1,712800,528000,184800
SO-02324,2025-08-13,C0172,P001,2,65000,0.08,119600,84000,35600
SO-02325,2025-08-13,C0010,P006,5,130000,0.03,630500,425000,205500
SO-02326,2025-08-13,C0354,P001,1,65000,0.03,63050,42000,21050
SO-02327,2025-08-13,C0324,P012,10,320000,0.1,2880000,2300000,580000
SO-02328,2025-08-13,C0015,P010,8,72000,0.05,547200,384000,163200
SO-02329,2025-08-13,C0156,P004,5,47000,0.03,227950,140000,87950
SO-02330,2025-08-13,C0106,P005,4,180000,0,720000,480000,240000
SO-02331,2025-08-13,C0065,P004,6,47000,0.05,267900,168000,99900
SO-02332,2025-08-13,C0371,P011,2,27000,0.05,51300,32000,19300
SO-02333,2025-08-13,C0377,P010,1,72000,0,72000,48000,24000
SO-02334,2025-08-13,C0211,P001,2,65000,0.08,119600,84000,35600
SO-02335,2025-08-14,C0396,P006,3,130000,0.05,370500,255000,115500
SO-02336,2025-08-14,C0038,P001,3,65000,0.03,189150,126000,63150
SO-02337,2025-08-14,C0112,P005,4,180000,0.03,698400,480000,218400
SO-02338,2025-08-14,C0031,P004,5,47000,0,235000,140000,95000
SO-02339,2025-08-14,C0084,P001,2,65000,0.03,126100,84000,42100
SO-02340,2025-08-14,C0410,P001,11,65000,0.1,643500,462000,181500
SO-02341,2025-08-14,C0411,P001,1,65000,0,65000,42000,23000
SO-02342,2025-08-14,C0076,P007,1,98000,0.05,93100,70000,23100
SO-02343,2025-08-14,C0163,P002,3,59000,0.05,168150,114000,54150
SO-02344,2025-08-14,C0176,P010,2,72000,0,144000,96000,48000
SO-02345,2025-08-14,C0413,P001,2,65000,0,130000,84000,46000
SO-02346,2025-08-14,C0009,P005,14,180000,0.05,2394000,1680000,714000
SO-02347,2025-08-14,C0170,P002,3,59000,0.08,162840,114000,48840
SO-02348,2025-08-14,C0361,P007,5,98000,0,490000,350000,140000
SO-02349,2025-08-15,C0073,P007,8,98000,0.05,744800,560000,184800
SO-02350,2025-08-15,C0165,P007,1,98000,0.05,93100,70000,23100
SO-02351,2025-08-15,C0120,P002,2,59000,0.05,112100,76000,36100
SO-02352,2025-08-15,C0411,P002,1,59000,0.05,56050,38000,18050
SO-02353,2025-08-15,C0041,P004,11,47000,0.08,475640,308000,167640
SO-02354,2025-08-15,C0190,P010,3,72000,0,216000,144000,72000
SO-02355,2025-08-15,C0064,P010,1,72000,0,72000,48000,24000
SO-02356,2025-08-15,C0017,P004,3,47000,0,141000,84000,57000
SO-02357,2025-08-15,C0089,P011,4,27000,0,108000,64000,44000
SO-02358,2025-08-15,C0220,P004,5,47000,0.05,223250,140000,83250
SO-02359,2025-08-15,C0044,P008,3,420000,0,1260000,930000,330000
SO-02360,2025-08-15,C0200,P004,2,47000,0.05,89300,56000,33300
SO-02361,2025-08-15,C0342,P001,5,65000,0.08,299000,210000,89000
SO-02362,2025-08-15,C0368,P010,5,72000,0,360000,240000,120000
SO-02363,2025-08-15,C0225,P007,14,98000,0.12,1207360,980000,227360
SO-02364,2025-08-15,C0062,P011,6,27000,0.05,153900,96000,57900
SO-02365,2025-08-15,C0378,P009,2,690000,0.05,1311000,1040000,271000
SO-02366,2025-08-16,C0080,P010,1,72000,0.05,68400,48000,20400
SO-02367,2025-08-16,C0316,P011,1,27000,0.05,25650,16000,9650
SO-02368,2025-08-16,C0035,P011,2,27000,0,54000,32000,22000
SO-02369,2025-08-16,C0018,P002,13,59000,0.05,728650,494000,234650
SO-02370,2025-08-16,C0315,P012,3,320000,0,960000,690000,270000
SO-02371,2025-08-16,C0258,P002,6,59000,0.1,318600,228000,90600
SO-02372,2025-08-17,C0241,P001,4,65000,0,260000,168000,92000
SO-02373,2025-08-17,C0210,P004,1,47000,0.03,45590,28000,17590
SO-02374,2025-08-17,C0066,P011,1,27000,0.03,26190,16000,10190
SO-02375,2025-08-17,C0372,P002,4,59000,0.12,207680,152000,55680
SO-02376,2025-08-17,C0285,P002,4,59000,0,236000,152000,84000
SO-02377,2025-08-18,C0026,P004,4,47000,0.12,165440,112000,53440
SO-02378,2025-08-18,C0219,P011,8,27000,0.05,205200,128000,77200
SO-02379,2025-08-18,C0130,P004,3,47000,0.03,136770,84000,52770
SO-02380,2025-08-18,C0066,P003,1,140000,0.03,135800,95000,40800
SO-02381,2025-08-18,C0157,P007,2,98000,0.03,190120,140000,50120
SO-02382,2025-08-18,C0175,P001,2,65000,0,130000,84000,46000
SO-02383,2025-08-18,C0284,P008,2,420000,0,840000,620000,220000
SO-02384,2025-08-18,C0242,P004,1,47000,0.03,45590,28000,17590
SO-02385,2025-08-18,C0116,P004,5,47000,0,235000,140000,95000
SO-02386,2025-08-18,C0035,P004,1,47000,0.03,45590,28000,17590
SO-02387,2025-08-18,C0327,P004,5,47000,0,235000,140000,95000
SO-02388,2025-08-18,C0028,P011,4,27000,0,108000,64000,44000
SO-02389,2025-08-19,C0107,P007,5,98000,0,490000,350000,140000
SO-02390,2025-08-19,C0412,P002,1,59000,0,59000,38000,21000
SO-02391,2025-08-19,C0053,P007,1,98000,0.03,95060,70000,25060
SO-02392,2025-08-19,C0139,P007,3,98000,0.08,270480,210000,60480
SO-02393,2025-08-19,C0116,P007,4,98000,0.05,372400,280000,92400
SO-02394,2025-08-19,C0306,P002,4,59000,0,236000,152000,84000
SO-02395,2025-08-19,C0278,P006,2,130000,0.1,234000,170000,64000
SO-02396,2025-08-19,C0237,P004,12,47000,0.1,507600,336000,171600
SO-02397,2025-08-19,C0323,P009,14,690000,0.05,9177000,7280000,1897000
SO-02398,2025-08-19,C0164,P004,9,47000,0.08,389160,252000,137160
SO-02399,2025-08-19,C0223,P011,5,27000,0.03,130950,80000,50950
SO-02400,2025-08-19,C0047,P010,3,72000,0.03,209520,144000,65520
SO-02401,2025-08-19,C0181,P001,1,65000,0.03,63050,42000,21050
SO-02402,2025-08-20,C0416,P011,9,27000,0.05,230850,144000,86850
SO-02403,2025-08-20,C0193,P001,2,65000,0.03,126100,84000,42100
SO-02404,2025-08-20,C0091,P010,4,72000,0.03,279360,192000,87360
SO-02405,2025-08-20,C0052,P012,5,320000,0,1600000,1150000,450000
SO-02406,2025-08-20,C0271,P011,2,27000,0.03,52380,32000,20380
SO-02407,2025-08-20,C0120,P004,2,47000,0,94000,56000,38000
SO-02408,2025-08-20,C0417,P001,4,65000,0.05,247000,168000,79000
SO-02409,2025-08-20,C0238,P010,6,72000,0.1,388800,288000,100800
SO-02410,2025-08-20,C0381,P010,4,72000,0,288000,192000,96000
SO-02411,2025-08-20,C0055,P001,11,65000,0.1,643500,462000,181500
SO-02412,2025-08-20,C0115,P007,3,98000,0,294000,210000,84000
SO-02413,2025-08-20,C0315,P002,3,59000,0,177000,114000,63000
SO-02414,2025-08-20,C0344,P003,1,140000,0.03,135800,95000,40800
SO-02415,2025-08-20,C0192,P005,4,180000,0,720000,480000,240000
SO-02416,2025-08-20,C0170,P002,7,59000,0.05,392350,266000,126350
SO-02417,2025-08-20,C0115,P012,2,320000,0.03,620800,460000,160800
SO-02418,2025-08-20,C0021,P004,2,47000,0.03,91180,56000,35180
SO-02419,2025-08-21,C0370,P002,2,59000,0,118000,76000,42000
SO-02420,2025-08-21,C0090,P003,2,140000,0.05,266000,190000,76000
SO-02421,2025-08-21,C0361,P004,2,47000,0.05,89300,56000,33300
SO-02422,2025-08-21,C0183,P004,9,47000,0.05,401850,252000,149850
SO-02423,2025-08-21,C0273,P001,1,65000,0,65000,42000,23000
SO-02424,2025-08-21,C0052,P004,4,47000,0.05,178600,112000,66600
SO-02425,2025-08-21,C0176,P009,2,690000,0.03,1338600,1040000,298600
SO-02426,2025-08-21,C0240,P011,3,27000,0,81000,48000,33000
SO-02427,2025-08-21,C0107,P002,5,59000,0.05,280250,190000,90250
SO-02428,2025-08-21,C0163,P004,3,47000,0.12,124080,84000,40080
SO-02429,2025-08-22,C0148,P002,4,59000,0.05,224200,152000,72200
SO-02430,2025-08-22,C0040,P010,2,72000,0,144000,96000,48000
SO-02431,2025-08-22,C0044,P008,1,420000,0.05,399000,310000,89000
SO-02432,2025-08-22,C0354,P005,5,180000,0,900000,600000,300000
SO-02433,2025-08-22,C0032,P004,5,47000,0,235000,140000,95000
SO-02434,2025-08-22,C0138,P010,6,72000,0.1,388800,288000,100800
SO-02435,2025-08-22,C0321,P010,4,72000,0,288000,192000,96000
SO-02436,2025-08-22,C0034,P007,13,98000,0.05,1210300,910000,300300
SO-02437,2025-08-22,C0100,P010,3,72000,0,216000,144000,72000
SO-02438,2025-08-23,C0215,P005,3,180000,0.05,513000,360000,153000
SO-02439,2025-08-23,C0325,P010,5,72000,0,360000,240000,120000
SO-02440,2025-08-23,C0270,P007,1,98000,0.03,95060,70000,25060
SO-02441,2025-08-23,C0013,P011,8,27000,0.05,205200,128000,77200
SO-02442,2025-08-23,C0282,P001,1,65000,0.05,61750,42000,19750
SO-02443,2025-08-24,C0023,P011,8,27000,0.08,198720,128000,70720
SO-02444,2025-08-24,C0076,P004,1,47000,0,47000,28000,19000
SO-02445,2025-08-24,C0090,P006,3,130000,0.03,378300,255000,123300
SO-02446,2025-08-24,C0146,P005,14,180000,0.12,2217600,1680000,537600
SO-02447,2025-08-24,C0261,P004,12,47000,0.1,507600,336000,171600
SO-02448,2025-08-24,C0385,P010,9,72000,0.12,570240,432000,138240
SO-02449,2025-08-25,C0228,P012,8,320000,0.12,2252800,1840000,412800
SO-02450,2025-08-25,C0274,P007,1,98000,0.03,95060,70000,25060
SO-02451,2025-08-25,C0040,P007,2,98000,0.03,190120,140000,50120
SO-02452,2025-08-25,C0307,P007,2,98000,0,196000,140000,56000
SO-02453,2025-08-25,C0247,P010,3,72000,0.03,209520,144000,65520
SO-02454,2025-08-25,C0215,P011,12,27000,0.12,285120,192000,93120
SO-02455,2025-08-25,C0022,P010,2,72000,0,144000,96000,48000
SO-02456,2025-08-25,C0204,P004,10,47000,0.12,413600,280000,133600
SO-02457,2025-08-25,C0159,P010,1,72000,0.03,69840,48000,21840
SO-02458,2025-08-25,C0153,P007,2,98000,0,196000,140000,56000
SO-02459,2025-08-25,C0172,P010,7,72000,0.05,478800,336000,142800
SO-02460,2025-08-25,C0175,P004,1,47000,0.03,45590,28000,17590
SO-02461,2025-08-26,C0032,P004,1,47000,0.03,45590,28000,17590
SO-02462,2025-08-26,C0368,P004,1,47000,0.05,44650,28000,16650
SO-02463,2025-08-26,C0045,P005,13,180000,0.12,2059200,1560000,499200
SO-02464,2025-08-26,C0034,P005,8,180000,0.12,1267200,960000,307200
SO-02465,2025-08-26,C0056,P001,13,65000,0.12,743600,546000,197600
SO-02466,2025-08-26,C0249,P002,2,59000,0.05,112100,76000,36100
SO-02467,2025-08-26,C0037,P010,11,72000,0.08,728640,528000,200640
SO-02468,2025-08-26,C0145,P006,3,130000,0.03,378300,255000,123300
SO-02469,2025-08-26,C0091,P004,3,47000,0,141000,84000,57000
SO-02470,2025-08-26,C0003,P004,3,47000,0.05,133950,84000,49950
SO-02471,2025-08-27,C0176,P012,2,320000,0,640000,460000,180000
SO-02472,2025-08-27,C0149,P010,4,72000,0.03,279360,192000,87360
SO-02473,2025-08-27,C0391,P002,1,59000,0,59000,38000,21000
SO-02474,2025-08-27,C0153,P009,1,690000,0,690000,520000,170000
SO-02475,2025-08-27,C0104,P007,3,98000,0,294000,210000,84000
SO-02476,2025-08-27,C0279,P006,1,130000,0.05,123500,85000,38500
SO-02477,2025-08-27,C0168,P012,13,320000,0.08,3827200,2990000,837200
SO-02478,2025-08-27,C0066,P010,2,72000,0.05,136800,96000,40800
SO-02479,2025-08-27,C0133,P012,3,320000,0.05,912000,690000,222000
SO-02480,2025-08-27,C0244,P011,1,27000,0.03,26190,16000,10190
SO-02481,2025-08-27,C0372,P011,8,27000,0.08,198720,128000,70720
SO-02482,2025-08-27,C0320,P001,11,65000,0.05,679250,462000,217250
SO-02483,2025-08-27,C0077,P010,2,72000,0.03,139680,96000,43680
SO-02484,2025-08-27,C0350,P002,3,59000,0.03,171690,114000,57690
SO-02485,2025-08-28,C0325,P010,3,72000,0,216000,144000,72000
SO-02486,2025-08-28,C0149,P011,5,27000,0,135000,80000,55000
SO-02487,2025-08-28,C0117,P007,10,98000,0.12,862400,700000,162400
SO-02488,2025-08-28,C0211,P011,8,27000,0.08,198720,128000,70720
SO-02489,2025-08-28,C0180,P010,4,72000,0,288000,192000,96000
SO-02490,2025-08-28,C0089,P001,4,65000,0,260000,168000,92000
SO-02491,2025-08-28,C0225,P010,13,72000,0.12,823680,624000,199680
SO-02492,2025-08-28,C0026,P004,12,47000,0.08,518880,336000,182880
SO-02493,2025-08-28,C0359,P010,5,72000,0,360000,240000,120000
SO-02494,2025-08-28,C0026,P001,5,65000,0.12,286000,210000,76000
SO-02495,2025-08-28,C0091,P001,3,65000,0.05,185250,126000,59250
