HearingID,Date,CourtID,CaseType,Mode,DurationMinutes,Adjourned,TechIssue
HRG-04441,2025-07-08,CT2,Criminal,Virtual,34,Y,N
HRG-04442,2025-07-08,CT2,Civil,Virtual,25,N,N
HRG-04443,2025-07-08,CT2,Criminal,In-person,43,N,N
HRG-04444,2025-07-08,CT2,Appeal,In-person,41,N,N
HRG-04445,2025-07-08,CT2,Civil,Virtual,40,N,Y
HRG-04446,2025-07-08,CT2,Criminal,Hybrid,17,N,N
HRG-04447,2025-07-08,CT3,Civil,In-person,22,Y,N
HRG-04448,2025-07-08,CT3,Appeal,In-person,44,N,N
HRG-04449,2025-07-08,CT3,Appeal,In-person,41,N,N
HRG-04450,2025-07-08,CT3,Criminal,In-person,48,N,N
HRG-04451,2025-07-08,CT3,Criminal,In-person,45,N,N
HRG-04452,2025-07-08,CT3,Civil,Virtual,31,N,N
HRG-04453,2025-07-08,CT3,Commercial,In-person,66,N,N
HRG-04454,2025-07-08,CT3,Commercial,In-person,61,N,N
HRG-04455,2025-07-08,CT3,Commercial,In-person,56,N,N
HRG-04456,2025-07-08,CT3,Civil,Virtual,66,N,Y
HRG-04457,2025-07-09,CT1,Family,Virtual,19,N,N
HRG-04458,2025-07-09,CT1,Family,Virtual,28,N,N
HRG-04459,2025-07-09,CT1,Civil,In-person,43,N,N
HRG-04460,2025-07-09,CT1,Family,Virtual,37,N,N
HRG-04461,2025-07-09,CT1,Appeal,In-person,33,N,N
HRG-04462,2025-07-09,CT1,Commercial,In-person,47,N,N
HRG-04463,2025-07-09,CT1,Civil,Virtual,56,N,N
HRG-04464,2025-07-09,CT1,Criminal,In-person,29,N,N
HRG-04465,2025-07-09,CT1,Criminal,In-person,72,Y,N
HRG-04466,2025-07-09,CT1,Civil,In-person,23,N,N
HRG-04467,2025-07-09,CT2,Commercial,In-person,68,N,N
HRG-04468,2025-07-09,CT2,Criminal,In-person,82,Y,N
HRG-04469,2025-07-09,CT2,Commercial,In-person,32,N,N
HRG-04470,2025-07-09,CT2,Commercial,Hybrid,47,N,N
HRG-04471,2025-07-09,CT2,Civil,In-person,40,N,N
HRG-04472,2025-07-09,CT2,Family,In-person,48,N,N
HRG-04473,2025-07-09,CT2,Civil,In-person,42,Y,N
HRG-04474,2025-07-09,CT2,Criminal,In-person,56,N,N
HRG-04475,2025-07-09,CT3,Family,In-person,56,N,N
HRG-04476,2025-07-09,CT3,Civil,In-person,56,Y,N
HRG-04477,2025-07-09,CT3,Civil,In-person,83,N,N
HRG-04478,2025-07-09,CT3,Commercial,In-person,56,N,N
HRG-04479,2025-07-09,CT3,Criminal,In-person,22,N,N
HRG-04480,2025-07-09,CT3,Civil,In-person,51,Y,N
HRG-04481,2025-07-09,CT3,Civil,In-person,38,N,N
HRG-04482,2025-07-09,CT3,Criminal,In-person,36,N,N
HRG-04483,2025-07-09,CT3,Family,Hybrid,37,N,Y
HRG-04484,2025-07-09,CT3,Criminal,In-person,66,N,N
HRG-04485,2025-07-09,CT3,Civil,Virtual,45,Y,Y
HRG-04486,2025-07-09,CT3,Criminal,Hybrid,52,N,N
HRG-04487,2025-07-09,CT3,Family,Virtual,41,N,N
HRG-04488,2025-07-09,CT3,Family,Hybrid,29,N,N
HRG-04489,2025-07-10,CT1,Civil,Hybrid,30,N,N
HRG-04490,2025-07-10,CT1,Family,In-person,48,Y,N
HRG-04491,2025-07-10,CT1,Criminal,Virtual,25,N,N
HRG-04492,2025-07-10,CT1,Civil,Virtual,32,N,N
HRG-04493,2025-07-10,CT1,Commercial,Virtual,47,Y,Y
HRG-04494,2025-07-10,CT1,Criminal,In-person,45,N,N
HRG-04495,2025-07-10,CT1,Civil,Hybrid,50,N,N
HRG-04496,2025-07-10,CT1,Civil,In-person,68,N,N
HRG-04497,2025-07-10,CT1,Family,In-person,59,Y,N
HRG-04498,2025-07-10,CT1,Civil,Virtual,31,N,N
HRG-04499,2025-07-10,CT1,Civil,In-person,75,Y,N
HRG-04500,2025-07-10,CT1,Commercial,In-person,65,N,N
HRG-04501,2025-07-10,CT1,Criminal,In-person,60,N,N
HRG-04502,2025-07-10,CT1,Civil,Virtual,36,N,N
HRG-04503,2025-07-10,CT2,Family,Hybrid,12,N,Y
HRG-04504,2025-07-10,CT2,Criminal,In-person,52,N,N
HRG-04505,2025-07-10,CT2,Family,In-person,44,N,N
HRG-04506,2025-07-10,CT2,Criminal,In-person,46,Y,N
HRG-04507,2025-07-10,CT2,Civil,Virtual,56,N,N
HRG-04508,2025-07-10,CT2,Family,In-person,37,Y,N
HRG-04509,2025-07-10,CT2,Civil,In-person,58,N,N
HRG-04510,2025-07-10,CT3,Commercial,In-person,45,N,N
HRG-04511,2025-07-10,CT3,Civil,In-person,44,N,N
HRG-04512,2025-07-10,CT3,Family,In-person,61,N,N
HRG-04513,2025-07-10,CT3,Family,In-person,49,N,N
HRG-04514,2025-07-10,CT3,Commercial,In-person,42,N,N
HRG-04515,2025-07-10,CT3,Criminal,In-person,49,N,N
HRG-04516,2025-07-10,CT3,Civil,In-person,63,N,N
HRG-04517,2025-07-10,CT3,Civil,In-person,74,Y,N
HRG-04518,2025-07-10,CT3,Criminal,In-person,54,N,N
HRG-04519,2025-07-10,CT3,Criminal,Virtual,65,N,N
HRG-04520,2025-07-11,CT1,Civil,Virtual,48,N,N
HRG-04521,2025-07-11,CT1,Family,Virtual,31,N,N
HRG-04522,2025-07-11,CT1,Civil,In-person,23,Y,N
HRG-04523,2025-07-11,CT1,Criminal,In-person,45,N,N
HRG-04524,2025-07-11,CT1,Appeal,In-person,79,N,N
HRG-04525,2025-07-11,CT1,Family,Virtual,20,Y,Y
HRG-04526,2025-07-11,CT1,Criminal,Virtual,29,N,N
HRG-04527,2025-07-11,CT1,Criminal,In-person,63,Y,N
HRG-04528,2025-07-11,CT1,Commercial,In-person,56,N,N
HRG-04529,2025-07-11,CT1,Civil,In-person,52,Y,N
HRG-04530,2025-07-11,CT1,Civil,In-person,63,N,N
HRG-04531,2025-07-11,CT1,Criminal,Virtual,79,N,N
HRG-04532,2025-07-11,CT1,Civil,Virtual,37,Y,Y
HRG-04533,2025-07-11,CT1,Commercial,In-person,34,N,N
HRG-04534,2025-07-11,CT1,Commercial,Virtual,18,N,N
HRG-04535,2025-07-11,CT1,Criminal,In-person,45,N,N
HRG-04536,2025-07-11,CT2,Commercial,Virtual,50,N,N
HRG-04537,2025-07-11,CT2,Commercial,In-person,81,N,N
HRG-04538,2025-07-11,CT2,Commercial,In-person,63,N,N
HRG-04539,2025-07-11,CT2,Criminal,In-person,64,N,N
HRG-04540,2025-07-11,CT2,Appeal,In-person,42,Y,N
HRG-04541,2025-07-11,CT2,Civil,In-person,45,N,N
HRG-04542,2025-07-11,CT2,Criminal,In-person,67,N,N
HRG-04543,2025-07-11,CT2,Criminal,In-person,52,Y,N
HRG-04544,2025-07-11,CT3,Commercial,In-person,51,N,N
HRG-04545,2025-07-11,CT3,Criminal,In-person,76,N,N
HRG-04546,2025-07-11,CT3,Criminal,In-person,50,N,N
HRG-04547,2025-07-11,CT3,Civil,In-person,66,N,N
HRG-04548,2025-07-11,CT3,Appeal,In-person,29,N,N
HRG-04549,2025-07-11,CT3,Civil,In-person,48,N,N
HRG-04550,2025-07-11,CT3,Civil,In-person,72,Y,N
HRG-04551,2025-07-11,CT3,Appeal,In-person,47,N,N
HRG-04552,2025-07-11,CT3,Commercial,In-person,60,N,N
HRG-04553,2025-07-11,CT3,Commercial,In-person,71,Y,N
HRG-04554,2025-07-11,CT3,Criminal,In-person,48,Y,N
HRG-04555,2025-07-11,CT3,Criminal,Hybrid,10,N,N
HRG-04556,2025-07-11,CT3,Civil,Hybrid,50,Y,N
HRG-04557,2025-07-11,CT3,Criminal,In-person,57,N,N
HRG-04558,2025-07-14,CT1,Appeal,In-person,66,Y,N
HRG-04559,2025-07-14,CT1,Civil,In-person,50,N,N
HRG-04560,2025-07-14,CT1,Commercial,In-person,24,N,N
HRG-04561,2025-07-14,CT1,Criminal,In-person,10,N,N
HRG-04562,2025-07-14,CT1,Civil,In-person,36,N,N
HRG-04563,2025-07-14,CT1,Civil,In-person,53,N,N
HRG-04564,2025-07-14,CT1,Family,In-person,54,N,N
HRG-04565,2025-07-14,CT1,Family,Hybrid,46,Y,N
HRG-04566,2025-07-14,CT1,Criminal,In-person,54,Y,N
HRG-04567,2025-07-14,CT1,Civil,Virtual,56,N,N
HRG-04568,2025-07-14,CT1,Civil,In-person,44,N,N
HRG-04569,2025-07-14,CT1,Civil,Hybrid,57,N,N
HRG-04570,2025-07-14,CT2,Criminal,In-person,75,N,N
HRG-04571,2025-07-14,CT2,Civil,In-person,57,Y,N
HRG-04572,2025-07-14,CT2,Civil,In-person,55,N,N
HRG-04573,2025-07-14,CT2,Civil,In-person,50,N,N
HRG-04574,2025-07-14,CT2,Civil,Virtual,59,N,Y
HRG-04575,2025-07-14,CT2,Civil,Virtual,47,Y,Y
HRG-04576,2025-07-14,CT2,Criminal,Virtual,31,Y,N
HRG-04577,2025-07-14,CT2,Commercial,Virtual,39,N,N
HRG-04578,2025-07-14,CT3,Civil,In-person,25,N,N
HRG-04579,2025-07-14,CT3,Family,In-person,35,N,N
HRG-04580,2025-07-14,CT3,Family,In-person,46,N,N
HRG-04581,2025-07-14,CT3,Civil,In-person,80,N,N
HRG-04582,2025-07-14,CT3,Civil,In-person,28,N,N
HRG-04583,2025-07-14,CT3,Civil,In-person,37,Y,N
HRG-04584,2025-07-14,CT3,Commercial,In-person,65,N,N
HRG-04585,2025-07-14,CT3,Commercial,Virtual,60,Y,Y
HRG-04586,2025-07-14,CT3,Civil,In-person,15,N,N
HRG-04587,2025-07-14,CT3,Civil,In-person,39,N,N
HRG-04588,2025-07-14,CT3,Civil,In-person,40,N,N
HRG-04589,2025-07-15,CT1,Civil,In-person,46,Y,N
HRG-04590,2025-07-15,CT1,Criminal,In-person,62,N,N
HRG-04591,2025-07-15,CT1,Family,In-person,60,Y,N
HRG-04592,2025-07-15,CT1,Criminal,In-person,35,N,N
HRG-04593,2025-07-15,CT1,Civil,Virtual,63,Y,N
HRG-04594,2025-07-15,CT1,Family,Virtual,48,N,N
HRG-04595,2025-07-15,CT1,Family,In-person,49,N,N
HRG-04596,2025-07-15,CT1,Family,In-person,48,N,N
HRG-04597,2025-07-15,CT1,Commercial,In-person,48,N,N
HRG-04598,2025-07-15,CT1,Civil,Virtual,38,N,Y
HRG-04599,2025-07-15,CT1,Criminal,In-person,42,N,N
HRG-04600,2025-07-15,CT1,Criminal,In-person,37,N,N
HRG-04601,2025-07-15,CT1,Commercial,In-person,45,N,N
HRG-04602,2025-07-15,CT1,Civil,Virtual,30,N,N
HRG-04603,2025-07-15,CT1,Civil,In-person,58,N,N
HRG-04604,2025-07-15,CT2,Appeal,Virtual,31,N,N
HRG-04605,2025-07-15,CT2,Civil,Virtual,22,N,N
HRG-04606,2025-07-15,CT2,Criminal,In-person,62,N,N
HRG-04607,2025-07-15,CT2,Family,In-person,73,N,N
HRG-04608,2025-07-15,CT2,Commercial,In-person,31,N,N
HRG-04609,2025-07-15,CT2,Criminal,In-person,56,N,N
HRG-04610,2025-07-15,CT2,Civil,In-person,19,N,N
HRG-04611,2025-07-15,CT2,Criminal,In-person,49,Y,N
HRG-04612,2025-07-15,CT3,Civil,In-person,67,Y,N
HRG-04613,2025-07-15,CT3,Criminal,In-person,46,N,N
HRG-04614,2025-07-15,CT3,Civil,In-person,59,Y,N
HRG-04615,2025-07-15,CT3,Civil,Virtual,12,N,N
HRG-04616,2025-07-15,CT3,Civil,In-person,54,N,N
HRG-04617,2025-07-15,CT3,Civil,In-person,41,N,N
HRG-04618,2025-07-15,CT3,Civil,Virtual,42,N,N
HRG-04619,2025-07-15,CT3,Civil,In-person,35,Y,N
HRG-04620,2025-07-15,CT3,Civil,In-person,37,N,N
HRG-04621,2025-07-15,CT3,Family,Virtual,32,N,N
HRG-04622,2025-07-15,CT3,Civil,In-person,64,N,N
HRG-04623,2025-07-15,CT3,Civil,In-person,45,N,N
HRG-04624,2025-07-15,CT3,Appeal,In-person,30,N,N
HRG-04625,2025-07-16,CT1,Civil,In-person,50,N,N
HRG-04626,2025-07-16,CT1,Commercial,In-person,41,Y,N
HRG-04627,2025-07-16,CT1,Commercial,Virtual,18,N,N
HRG-04628,2025-07-16,CT1,Civil,In-person,66,N,N
HRG-04629,2025-07-16,CT1,Civil,Virtual,66,Y,N
HRG-04630,2025-07-16,CT1,Family,In-person,51,N,N
HRG-04631,2025-07-16,CT1,Commercial,Virtual,58,N,N
HRG-04632,2025-07-16,CT1,Commercial,Hybrid,23,Y,Y
HRG-04633,2025-07-16,CT1,Civil,Hybrid,51,N,N
HRG-04634,2025-07-16,CT1,Appeal,In-person,33,Y,N
HRG-04635,2025-07-16,CT1,Criminal,In-person,32,N,N
HRG-04636,2025-07-16,CT1,Civil,In-person,23,N,N
HRG-04637,2025-07-16,CT1,Appeal,Hybrid,35,N,N
HRG-04638,2025-07-16,CT2,Family,In-person,30,N,N
HRG-04639,2025-07-16,CT2,Family,Hybrid,27,N,N
HRG-04640,2025-07-16,CT2,Appeal,In-person,19,Y,N
HRG-04641,2025-07-16,CT2,Civil,In-person,44,Y,N
HRG-04642,2025-07-16,CT2,Civil,In-person,70,Y,N
HRG-04643,2025-07-16,CT2,Appeal,In-person,67,Y,N
HRG-04644,2025-07-16,CT2,Civil,In-person,51,N,N
HRG-04645,2025-07-16,CT3,Civil,In-person,40,N,N
HRG-04646,2025-07-16,CT3,Civil,Hybrid,59,N,N
HRG-04647,2025-07-16,CT3,Family,In-person,54,N,N
HRG-04648,2025-07-16,CT3,Commercial,In-person,35,N,N
HRG-04649,2025-07-16,CT3,Civil,Virtual,35,N,Y
HRG-04650,2025-07-16,CT3,Appeal,In-person,10,N,N
HRG-04651,2025-07-16,CT3,Commercial,Virtual,44,N,N
HRG-04652,2025-07-16,CT3,Family,In-person,35,N,N
HRG-04653,2025-07-16,CT3,Family,In-person,31,N,N
HRG-04654,2025-07-16,CT3,Criminal,In-person,48,Y,N
HRG-04655,2025-07-16,CT3,Criminal,In-person,50,Y,N
HRG-04656,2025-07-17,CT1,Civil,In-person,49,N,N
HRG-04657,2025-07-17,CT1,Civil,In-person,44,N,N
HRG-04658,2025-07-17,CT1,Family,In-person,53,N,N
HRG-04659,2025-07-17,CT1,Commercial,In-person,66,N,N
HRG-04660,2025-07-17,CT1,Criminal,Hybrid,31,N,N
HRG-04661,2025-07-17,CT1,Civil,In-person,39,N,N
HRG-04662,2025-07-17,CT1,Family,Virtual,59,N,N
HRG-04663,2025-07-17,CT1,Civil,In-person,43,N,N
HRG-04664,2025-07-17,CT1,Appeal,Virtual,31,N,N
HRG-04665,2025-07-17,CT1,Civil,In-person,46,N,N
HRG-04666,2025-07-17,CT1,Family,Hybrid,71,N,N
HRG-04667,2025-07-17,CT1,Civil,Virtual,32,N,N
HRG-04668,2025-07-17,CT1,Criminal,Virtual,47,Y,N
HRG-04669,2025-07-17,CT1,Appeal,In-person,72,N,N
HRG-04670,2025-07-17,CT1,Criminal,Virtual,52,N,N
HRG-04671,2025-07-17,CT2,Criminal,Virtual,16,N,N
HRG-04672,2025-07-17,CT2,Criminal,In-person,34,N,N
HRG-04673,2025-07-17,CT2,Civil,Virtual,26,N,N
HRG-04674,2025-07-17,CT2,Civil,In-person,55,N,N
HRG-04675,2025-07-17,CT2,Family,In-person,46,N,N
HRG-04676,2025-07-17,CT2,Criminal,In-person,78,N,N
HRG-04677,2025-07-17,CT2,Criminal,In-person,46,N,N
HRG-04678,2025-07-17,CT2,Criminal,In-person,91,N,N
HRG-04679,2025-07-17,CT2,Family,In-person,57,N,N
HRG-04680,2025-07-17,CT2,Appeal,In-person,28,Y,N
HRG-04681,2025-07-17,CT2,Civil,Hybrid,49,N,N
HRG-04682,2025-07-17,CT3,Civil,In-person,55,N,N
HRG-04683,2025-07-17,CT3,Appeal,Virtual,39,N,N
HRG-04684,2025-07-17,CT3,Civil,Virtual,10,N,N
HRG-04685,2025-07-17,CT3,Appeal,In-person,71,N,N
HRG-04686,2025-07-17,CT3,Family,In-person,59,N,N
HRG-04687,2025-07-17,CT3,Criminal,In-person,58,N,N
HRG-04688,2025-07-17,CT3,Commercial,Virtual,28,Y,Y
HRG-04689,2025-07-17,CT3,Commercial,Hybrid,16,N,N
HRG-04690,2025-07-17,CT3,Commercial,In-person,66,N,N
HRG-04691,2025-07-17,CT3,Civil,In-person,55,N,N
HRG-04692,2025-07-17,CT3,Appeal,Virtual,33,N,N
HRG-04693,2025-07-17,CT3,Civil,In-person,80,N,N
HRG-04694,2025-07-18,CT1,Appeal,In-person,59,N,N
HRG-04695,2025-07-18,CT1,Appeal,In-person,60,N,N
HRG-04696,2025-07-18,CT1,Civil,In-person,49,N,N
HRG-04697,2025-07-18,CT1,Civil,In-person,36,N,N
HRG-04698,2025-07-18,CT1,Civil,In-person,77,Y,N
HRG-04699,2025-07-18,CT1,Criminal,Hybrid,61,N,N
HRG-04700,2025-07-18,CT1,Civil,Virtual,64,N,N
HRG-04701,2025-07-18,CT1,Criminal,Virtual,61,N,N
HRG-04702,2025-07-18,CT1,Family,Hybrid,17,N,N
HRG-04703,2025-07-18,CT1,Family,In-person,65,N,N
HRG-04704,2025-07-18,CT1,Family,Hybrid,28,N,N
HRG-04705,2025-07-18,CT1,Criminal,Virtual,24,N,N
HRG-04706,2025-07-18,CT1,Family,Virtual,23,N,N
HRG-04707,2025-07-18,CT1,Criminal,In-person,50,N,N
HRG-04708,2025-07-18,CT2,Criminal,Virtual,18,N,N
HRG-04709,2025-07-18,CT2,Criminal,Virtual,40,N,N
HRG-04710,2025-07-18,CT2,Civil,In-person,55,Y,N
HRG-04711,2025-07-18,CT2,Civil,In-person,97,N,N
HRG-04712,2025-07-18,CT2,Civil,Virtual,27,N,N
HRG-04713,2025-07-18,CT2,Commercial,Virtual,74,N,N
HRG-04714,2025-07-18,CT2,Criminal,Virtual,27,N,N
HRG-04715,2025-07-18,CT2,Family,In-person,62,Y,N
HRG-04716,2025-07-18,CT2,Civil,In-person,54,Y,N
HRG-04717,2025-07-18,CT2,Civil,Virtual,15,N,N
HRG-04718,2025-07-18,CT3,Commercial,In-person,51,Y,N
HRG-04719,2025-07-18,CT3,Civil,In-person,68,N,N
HRG-04720,2025-07-18,CT3,Civil,In-person,58,N,N
HRG-04721,2025-07-18,CT3,Commercial,In-person,53,Y,N
HRG-04722,2025-07-18,CT3,Appeal,In-person,39,N,N
HRG-04723,2025-07-18,CT3,Criminal,Virtual,32,N,N
HRG-04724,2025-07-18,CT3,Commercial,In-person,77,Y,N
HRG-04725,2025-07-18,CT3,Commercial,In-person,61,Y,N
HRG-04726,2025-07-18,CT3,Civil,Hybrid,82,N,N
HRG-04727,2025-07-18,CT3,Commercial,Virtual,10,Y,N
HRG-04728,2025-07-21,CT1,Civil,Virtual,41,Y,Y
HRG-04729,2025-07-21,CT1,Appeal,In-person,41,N,N
HRG-04730,2025-07-21,CT1,Criminal,Virtual,36,N,N
HRG-04731,2025-07-21,CT1,Commercial,Hybrid,10,N,N
HRG-04732,2025-07-21,CT1,Appeal,In-person,72,N,N
HRG-04733,2025-07-21,CT1,Appeal,In-person,60,Y,N
HRG-04734,2025-07-21,CT1,Civil,Virtual,19,Y,Y
HRG-04735,2025-07-21,CT1,Criminal,Virtual,29,N,N
HRG-04736,2025-07-21,CT1,Civil,Virtual,48,N,N
HRG-04737,2025-07-21,CT2,Civil,In-person,38,N,N
HRG-04738,2025-07-21,CT2,Criminal,In-person,54,N,N
HRG-04739,2025-07-21,CT2,Commercial,Virtual,58,N,N
HRG-04740,2025-07-21,CT2,Commercial,Virtual,38,N,Y
HRG-04741,2025-07-21,CT2,Criminal,In-person,50,Y,N
HRG-04742,2025-07-21,CT2,Commercial,Virtual,33,N,N
HRG-04743,2025-07-21,CT2,Criminal,In-person,41,N,N
HRG-04744,2025-07-21,CT2,Family,Virtual,31,N,N
HRG-04745,2025-07-21,CT3,Family,In-person,37,N,N
HRG-04746,2025-07-21,CT3,Civil,In-person,39,N,N
HRG-04747,2025-07-21,CT3,Criminal,In-person,53,N,N
HRG-04748,2025-07-21,CT3,Family,Virtual,21,N,Y
HRG-04749,2025-07-21,CT3,Family,Virtual,36,N,N
HRG-04750,2025-07-21,CT3,Civil,In-person,45,N,N
HRG-04751,2025-07-21,CT3,Civil,In-person,50,Y,N
HRG-04752,2025-07-21,CT3,Criminal,In-person,40,N,N
HRG-04753,2025-07-21,CT3,Civil,In-person,40,N,N
HRG-04754,2025-07-21,CT3,Criminal,In-person,30,N,N
HRG-04755,2025-07-22,CT1,Appeal,Virtual,54,N,N
HRG-04756,2025-07-22,CT1,Criminal,Virtual,21,N,N
HRG-04757,2025-07-22,CT1,Criminal,Virtual,49,N,N
HRG-04758,2025-07-22,CT1,Criminal,In-person,40,N,N
HRG-04759,2025-07-22,CT1,Criminal,In-person,25,Y,N
HRG-04760,2025-07-22,CT1,Civil,Hybrid,33,N,N
HRG-04761,2025-07-22,CT1,Civil,In-person,58,Y,N
HRG-04762,2025-07-22,CT1,Criminal,In-person,85,Y,N
HRG-04763,2025-07-22,CT1,Appeal,Virtual,40,N,N
HRG-04764,2025-07-22,CT1,Civil,Hybrid,15,N,Y
HRG-04765,2025-07-22,CT1,Family,Virtual,41,N,N
HRG-04766,2025-07-22,CT1,Family,Virtual,64,Y,N
HRG-04767,2025-07-22,CT1,Civil,In-person,42,N,N
HRG-04768,2025-07-22,CT2,Civil,In-person,39,N,N
HRG-04769,2025-07-22,CT2,Criminal,In-person,35,N,N
HRG-04770,2025-07-22,CT2,Criminal,In-person,54,N,N
HRG-04771,2025-07-22,CT2,Civil,In-person,36,N,N
HRG-04772,2025-07-22,CT2,Civil,Virtual,13,Y,N
HRG-04773,2025-07-22,CT2,Commercial,In-person,49,N,N
HRG-04774,2025-07-22,CT2,Commercial,In-person,60,N,N
HRG-04775,2025-07-22,CT2,Commercial,In-person,20,N,N
HRG-04776,2025-07-22,CT2,Civil,In-person,44,N,N
HRG-04777,2025-07-22,CT2,Commercial,In-person,44,N,N
HRG-04778,2025-07-22,CT2,Family,Hybrid,42,N,N
HRG-04779,2025-07-22,CT2,Family,In-person,33,N,N
HRG-04780,2025-07-22,CT2,Civil,Hybrid,43,N,N
HRG-04781,2025-07-22,CT3,Criminal,In-person,31,N,N
HRG-04782,2025-07-22,CT3,Civil,Hybrid,22,Y,Y
HRG-04783,2025-07-22,CT3,Commercial,In-person,45,N,N
HRG-04784,2025-07-22,CT3,Family,Hybrid,40,N,N
HRG-04785,2025-07-22,CT3,Criminal,Virtual,60,Y,N
HRG-04786,2025-07-22,CT3,Civil,In-person,63,N,N
HRG-04787,2025-07-22,CT3,Commercial,Hybrid,31,N,N
HRG-04788,2025-07-22,CT3,Criminal,In-person,51,N,N
HRG-04789,2025-07-22,CT3,Commercial,In-person,39,N,N
HRG-04790,2025-07-23,CT1,Criminal,In-person,22,N,N
HRG-04791,2025-07-23,CT1,Civil,Virtual,71,N,N
HRG-04792,2025-07-23,CT1,Criminal,Hybrid,38,N,Y
HRG-04793,2025-07-23,CT1,Criminal,Virtual,17,N,N
HRG-04794,2025-07-23,CT1,Family,In-person,40,Y,N
HRG-04795,2025-07-23,CT1,Criminal,Virtual,26,Y,Y
HRG-04796,2025-07-23,CT1,Criminal,Virtual,11,N,N
HRG-04797,2025-07-23,CT1,Criminal,In-person,39,N,N
HRG-04798,2025-07-23,CT1,Appeal,In-person,43,N,N
HRG-04799,2025-07-23,CT1,Commercial,Hybrid,32,N,N
HRG-04800,2025-07-23,CT1,Civil,Virtual,48,Y,Y
HRG-04801,2025-07-23,CT1,Criminal,Hybrid,30,N,N
HRG-04802,2025-07-23,CT1,Appeal,In-person,59,Y,N
HRG-04803,2025-07-23,CT1,Criminal,In-person,53,N,N
HRG-04804,2025-07-23,CT1,Civil,Virtual,38,N,N
HRG-04805,2025-07-23,CT1,Civil,Virtual,43,N,N
HRG-04806,2025-07-23,CT1,Appeal,Hybrid,41,N,N
HRG-04807,2025-07-23,CT1,Criminal,Virtual,30,N,N
HRG-04808,2025-07-23,CT2,Commercial,In-person,56,N,N
HRG-04809,2025-07-23,CT2,Criminal,Virtual,35,Y,N
HRG-04810,2025-07-23,CT2,Commercial,In-person,68,N,N
HRG-04811,2025-07-23,CT2,Commercial,Virtual,36,Y,Y
HRG-04812,2025-07-23,CT2,Criminal,Virtual,46,N,N
HRG-04813,2025-07-23,CT2,Criminal,In-person,58,N,N
HRG-04814,2025-07-23,CT2,Civil,In-person,56,Y,N
HRG-04815,2025-07-23,CT2,Commercial,In-person,42,N,N
HRG-04816,2025-07-23,CT2,Civil,In-person,60,N,N
HRG-04817,2025-07-23,CT3,Criminal,In-person,51,N,N
HRG-04818,2025-07-23,CT3,Criminal,In-person,76,N,N
HRG-04819,2025-07-23,CT3,Criminal,In-person,47,N,N
HRG-04820,2025-07-23,CT3,Criminal,In-person,64,Y,N
HRG-04821,2025-07-23,CT3,Commercial,In-person,45,N,N
HRG-04822,2025-07-23,CT3,Civil,In-person,46,N,N
HRG-04823,2025-07-23,CT3,Family,In-person,45,N,N
HRG-04824,2025-07-23,CT3,Family,In-person,53,N,N
HRG-04825,2025-07-23,CT3,Commercial,In-person,79,N,N
HRG-04826,2025-07-23,CT3,Commercial,In-person,52,N,N
HRG-04827,2025-07-24,CT1,Family,Hybrid,49,N,Y
HRG-04828,2025-07-24,CT1,Criminal,In-person,35,Y,N
HRG-04829,2025-07-24,CT1,Civil,In-person,67,N,N
HRG-04830,2025-07-24,CT1,Family,In-person,42,N,N
HRG-04831,2025-07-24,CT1,Commercial,In-person,42,Y,N
HRG-04832,2025-07-24,CT1,Commercial,Virtual,45,N,N
HRG-04833,2025-07-24,CT1,Civil,Virtual,36,N,N
HRG-04834,2025-07-24,CT1,Appeal,In-person,64,N,N
HRG-04835,2025-07-24,CT1,Civil,In-person,51,N,N
HRG-04836,2025-07-24,CT1,Criminal,In-person,32,N,N
HRG-04837,2025-07-24,CT1,Commercial,Hybrid,28,N,Y
HRG-04838,2025-07-24,CT1,Civil,Virtual,39,Y,N
HRG-04839,2025-07-24,CT1,Criminal,In-person,61,N,N
HRG-04840,2025-07-24,CT1,Criminal,In-person,37,N,N
HRG-04841,2025-07-24,CT2,Family,Virtual,33,N,N
HRG-04842,2025-07-24,CT2,Civil,In-person,55,N,N
HRG-04843,2025-07-24,CT2,Criminal,In-person,49,N,N
HRG-04844,2025-07-24,CT2,Commercial,In-person,87,N,N
HRG-04845,2025-07-24,CT2,Civil,In-person,46,Y,N
HRG-04846,2025-07-24,CT2,Appeal,In-person,48,N,N
HRG-04847,2025-07-24,CT2,Commercial,In-person,48,N,N
HRG-04848,2025-07-24,CT2,Civil,In-person,49,N,N
HRG-04849,2025-07-24,CT2,Criminal,Hybrid,39,N,N
HRG-04850,2025-07-24,CT2,Criminal,In-person,40,Y,N
HRG-04851,2025-07-24,CT2,Civil,Virtual,46,Y,Y
HRG-04852,2025-07-24,CT3,Criminal,In-person,47,N,N
HRG-04853,2025-07-24,CT3,Appeal,In-person,59,N,N
HRG-04854,2025-07-24,CT3,Criminal,In-person,68,N,N
HRG-04855,2025-07-24,CT3,Criminal,In-person,60,Y,N
HRG-04856,2025-07-24,CT3,Family,In-person,18,N,N
HRG-04857,2025-07-24,CT3,Criminal,Hybrid,32,N,N
HRG-04858,2025-07-24,CT3,Appeal,In-person,54,Y,N
HRG-04859,2025-07-24,CT3,Civil,In-person,51,N,N
HRG-04860,2025-07-24,CT3,Family,In-person,76,N,N
HRG-04861,2025-07-24,CT3,Family,In-person,72,N,N
