ShipmentID,ShipDate,DeliveredDate,RouteID,Carrier,WeightKg,PromisedDays,ActualDays,OnTime,FreightCostNGN
SHP-2025-01736,2025-07-22,2025-07-23,R06,Fleet A,1558,1,1,Y,101179
SHP-2025-01737,2025-07-22,2025-07-26,R09,Fleet A,1992,3,4,N,1185814
SHP-2025-01738,2025-07-22,2025-07-24,R10,Fleet A,2770,2,2,Y,1038155
SHP-2025-01739,2025-07-22,2025-07-25,R09,Fleet B,2218,3,3,Y,1490038
SHP-2025-01740,2025-07-22,2025-07-24,R04,Fleet A,1185,2,2,Y,451646
SHP-2025-01741,2025-07-22,2025-07-25,R09,Fleet A,50,3,3,Y,44496
SHP-2025-01742,2025-07-22,2025-07-25,R09,Fleet B,2448,3,3,Y,1669171
SHP-2025-01743,2025-07-22,2025-07-24,R04,Partner Haulage,1380,2,2,Y,536330
SHP-2025-01744,2025-07-23,2025-07-24,R05,Fleet A,2927,1,1,Y,761899
SHP-2025-01745,2025-07-23,2025-07-26,R07,Fleet A,638,1,3,N,107658
SHP-2025-01746,2025-07-23,2025-07-27,R01,Fleet A,1571,2,4,N,634286
SHP-2025-01747,2025-07-23,2025-07-25,R04,Fleet A,796,2,2,Y,293914
SHP-2025-01748,2025-07-23,2025-07-24,R03,Fleet A,2346,1,1,Y,211920
SHP-2025-01749,2025-07-23,2025-07-26,R02,Partner Haulage,1763,2,3,N,654285
SHP-2025-01750,2025-07-23,2025-07-25,R10,Partner Haulage,2486,2,2,Y,855888
SHP-2025-01751,2025-07-23,2025-07-25,R02,Fleet A,1876,2,2,Y,672889
SHP-2025-01752,2025-07-24,2025-07-25,R06,Fleet B,50,1,1,Y,17956
SHP-2025-01753,2025-07-24,2025-07-28,R06,Fleet A,2350,1,4,N,145167
SHP-2025-01754,2025-07-24,2025-07-27,R04,Fleet A,766,2,3,N,291276
SHP-2025-01755,2025-07-24,2025-07-25,R03,Fleet A,2776,1,1,Y,274126
SHP-2025-01756,2025-07-24,2025-07-26,R10,Fleet A,2668,2,2,Y,980996
SHP-2025-01757,2025-07-24,2025-07-25,R06,Fleet A,1569,1,1,Y,105368
SHP-2025-01758,2025-07-24,2025-07-26,R10,Fleet B,1304,2,2,Y,419387
SHP-2025-01759,2025-07-24,2025-07-29,R09,Fleet B,2339,3,5,N,1690112
SHP-2025-01760,2025-07-24,2025-07-25,R07,Partner Haulage,1221,1,1,Y,187255
SHP-2025-01761,2025-07-24,2025-07-25,R05,Fleet B,1156,1,1,Y,338639
SHP-2025-01762,2025-07-24,2025-07-25,R03,Fleet A,301,1,1,Y,39902
SHP-2025-01763,2025-07-24,2025-07-25,R07,Fleet B,2273,1,1,Y,349741
SHP-2025-01764,2025-07-25,2025-07-26,R06,Fleet B,3076,1,1,Y,167187
SHP-2025-01765,2025-07-25,2025-07-27,R04,Fleet A,1308,2,2,Y,514651
SHP-2025-01766,2025-07-25,2025-07-27,R10,Fleet B,2411,2,2,Y,819946
SHP-2025-01767,2025-07-25,2025-07-26,R08,Fleet A,1399,1,1,Y,310055
SHP-2025-01768,2025-07-25,2025-07-26,R03,Fleet A,158,1,1,Y,28873
SHP-2025-01769,2025-07-25,2025-07-27,R10,Fleet B,1785,2,2,Y,603105
SHP-2025-01770,2025-07-27,2025-07-29,R10,Fleet B,1085,2,2,Y,321458
SHP-2025-01771,2025-07-27,2025-07-28,R06,Fleet B,2583,1,1,Y,171128
SHP-2025-01772,2025-07-27,2025-07-28,R06,Fleet B,2131,1,1,Y,144727
SHP-2025-01773,2025-07-27,2025-07-29,R01,Fleet A,2479,2,2,Y,932389
SHP-2025-01774,2025-07-27,2025-07-28,R05,Fleet A,50,1,1,Y,30473
SHP-2025-01775,2025-07-27,2025-07-28,R05,Partner Haulage,2281,1,1,Y,609418
SHP-2025-01776,2025-07-27,2025-07-28,R05,Fleet A,1133,1,1,Y,354265
SHP-2025-01777,2025-07-27,2025-07-28,R05,Fleet A,2050,1,1,Y,555344
SHP-2025-01778,2025-07-27,2025-07-28,R08,Partner Haulage,1458,1,1,Y,373325
SHP-2025-01779,2025-07-27,2025-07-29,R02,Fleet B,1748,2,2,Y,671963
SHP-2025-01780,2025-07-27,2025-07-30,R04,Fleet B,2095,2,3,N,799245
SHP-2025-01781,2025-07-27,2025-07-29,R04,Partner Haulage,683,2,2,Y,264632
SHP-2025-01782,2025-07-28,2025-07-29,R03,Fleet A,1975,1,1,Y,200511
SHP-2025-01783,2025-07-28,2025-07-29,R03,Fleet A,1342,1,1,Y,127673
SHP-2025-01784,2025-07-28,2025-07-29,R06,Partner Haulage,850,1,1,Y,65076
SHP-2025-01785,2025-07-28,2025-07-30,R02,Fleet A,2292,2,2,Y,846468
SHP-2025-01786,2025-07-28,2025-07-30,R02,Fleet A,747,2,2,Y,275661
SHP-2025-01787,2025-07-28,2025-07-29,R07,Partner Haulage,3915,1,1,Y,581815
SHP-2025-01788,2025-07-28,2025-07-30,R10,Fleet B,2258,2,2,Y,738817
SHP-2025-01789,2025-07-28,2025-07-30,R02,Partner Haulage,1881,2,2,Y,665958
SHP-2025-01790,2025-07-28,2025-07-29,R05,Fleet B,2616,1,1,Y,672269
SHP-2025-01791,2025-07-28,2025-07-29,R06,Fleet A,3441,1,1,Y,213808
SHP-2025-01792,2025-07-28,2025-07-30,R10,Partner Haulage,2875,2,2,Y,961844
SHP-2025-01793,2025-07-29,2025-07-31,R04,Fleet A,1352,2,2,Y,461399
SHP-2025-01794,2025-07-29,2025-07-30,R05,Fleet A,569,1,1,Y,163050
SHP-2025-01795,2025-07-29,2025-07-30,R07,Fleet A,2766,1,1,Y,408828
SHP-2025-01796,2025-07-29,2025-07-31,R01,Fleet B,2695,2,2,Y,1129477
SHP-2025-01797,2025-07-29,2025-07-31,R04,Fleet A,3420,2,2,Y,1212712
SHP-2025-01798,2025-07-29,2025-07-30,R05,Partner Haulage,1275,1,1,Y,326775
SHP-2025-01799,2025-07-29,2025-07-30,R08,Fleet B,1324,1,1,Y,322687
SHP-2025-01800,2025-07-29,2025-07-31,R01,Fleet A,3889,2,2,Y,1401408
SHP-2025-01801,2025-07-29,2025-07-30,R05,Partner Haulage,1501,1,1,Y,402642
SHP-2025-01802,2025-07-29,2025-07-31,R01,Fleet B,1969,2,2,Y,877480
SHP-2025-01803,2025-07-29,2025-07-31,R01,Fleet A,2187,2,2,Y,869672
SHP-2025-01804,2025-07-29,2025-07-30,R06,Fleet A,3584,1,1,Y,198818
SHP-2025-01805,2025-07-29,2025-08-01,R07,Fleet B,2855,1,3,N,396362
SHP-2025-01806,2025-07-29,2025-08-04,R09,Fleet B,1945,3,6,N,1163565
SHP-2025-01807,2025-07-30,2025-07-31,R03,Fleet A,1691,1,1,Y,170962
SHP-2025-01808,2025-07-30,2025-07-31,R05,Fleet A,962,1,1,Y,279583
SHP-2025-01809,2025-07-30,2025-08-01,R10,Fleet A,252,2,2,Y,93125
SHP-2025-01810,2025-07-30,2025-07-31,R03,Partner Haulage,2769,1,1,Y,261829
SHP-2025-01811,2025-07-30,2025-08-01,R01,Partner Haulage,2384,2,2,Y,910746
SHP-2025-01812,2025-07-30,2025-08-01,R01,Fleet B,2194,2,2,Y,1054824
SHP-2025-01813,2025-07-30,2025-08-05,R09,Fleet B,2388,3,6,N,1638782
SHP-2025-01814,2025-07-30,2025-08-01,R01,Fleet A,1376,2,2,Y,636013
SHP-2025-01815,2025-07-30,2025-07-31,R03,Fleet B,377,1,1,Y,46972
SHP-2025-01816,2025-07-30,2025-07-31,R03,Partner Haulage,89,1,1,Y,22602
SHP-2025-01817,2025-07-30,2025-08-01,R10,Fleet A,2492,2,2,Y,848365
SHP-2025-01818,2025-07-30,2025-08-01,R04,Fleet B,2867,2,2,Y,969291
SHP-2025-01819,2025-07-30,2025-07-31,R06,Fleet A,797,1,1,Y,56796
SHP-2025-01820,2025-07-30,2025-07-31,R03,Fleet A,2163,1,1,Y,188789
SHP-2025-01821,2025-07-30,2025-07-31,R06,Fleet A,4281,1,1,Y,269919
SHP-2025-01822,2025-07-31,2025-08-01,R06,Fleet B,1236,1,1,Y,89250
SHP-2025-01823,2025-07-31,2025-08-02,R01,Partner Haulage,2908,2,2,Y,1256812
SHP-2025-01824,2025-07-31,2025-08-02,R01,Fleet B,2796,2,2,Y,1065456
SHP-2025-01825,2025-07-31,2025-08-02,R01,Fleet A,2186,2,2,Y,920701
SHP-2025-01826,2025-07-31,2025-08-01,R08,Partner Haulage,3142,1,1,Y,821842
SHP-2025-01827,2025-07-31,2025-08-01,R08,Partner Haulage,4541,1,1,Y,1046725
SHP-2025-01828,2025-07-31,2025-08-02,R10,Fleet B,2401,2,2,Y,837501
SHP-2025-01829,2025-07-31,2025-08-03,R04,Fleet A,1914,2,3,N,687967
SHP-2025-01830,2025-07-31,2025-08-01,R07,Fleet A,2085,1,1,Y,340187
SHP-2025-01831,2025-08-01,2025-08-02,R05,Fleet A,4169,1,1,Y,989192
SHP-2025-01832,2025-08-01,2025-08-02,R03,Fleet A,1359,1,1,Y,134264
SHP-2025-01833,2025-08-01,2025-08-02,R08,Fleet B,3345,1,1,Y,823129
SHP-2025-01834,2025-08-01,2025-08-02,R06,Fleet B,835,1,1,Y,62835
SHP-2025-01835,2025-08-01,2025-08-04,R09,Fleet B,3968,3,3,Y,2505485
SHP-2025-01836,2025-08-01,2025-08-05,R03,Partner Haulage,50,1,4,N,19133
SHP-2025-01837,2025-08-01,2025-08-02,R08,Fleet B,1707,1,1,Y,423706
SHP-2025-01838,2025-08-01,2025-08-03,R02,Partner Haulage,2175,2,2,Y,816047
SHP-2025-01839,2025-08-01,2025-08-03,R10,Partner Haulage,2052,2,2,Y,642632
SHP-2025-01840,2025-08-01,2025-08-03,R10,Fleet A,2108,2,2,Y,751678
SHP-2025-01841,2025-08-01,2025-08-03,R10,Partner Haulage,2160,2,2,Y,755467
SHP-2025-01842,2025-08-01,2025-08-04,R09,Partner Haulage,2369,3,3,Y,1597132
SHP-2025-01843,2025-08-01,2025-08-03,R01,Fleet A,2759,2,2,Y,1152076
SHP-2025-01844,2025-08-01,2025-08-02,R08,Fleet B,2362,1,1,Y,527601
SHP-2025-01845,2025-08-01,2025-08-04,R09,Fleet B,2224,3,3,Y,1366977
SHP-2025-01846,2025-08-02,2025-08-07,R09,Fleet A,1790,3,5,N,1209891
SHP-2025-01847,2025-08-02,2025-08-04,R01,Fleet B,1384,2,2,Y,621057
SHP-2025-01848,2025-08-02,2025-08-05,R09,Partner Haulage,1326,3,3,Y,902387
SHP-2025-01849,2025-08-02,2025-08-03,R06,Fleet A,287,1,1,Y,30367
SHP-2025-01850,2025-08-02,2025-08-03,R03,Fleet A,870,1,1,Y,95281
SHP-2025-01851,2025-08-02,2025-08-06,R02,Fleet B,1583,2,4,N,591918
SHP-2025-01852,2025-08-02,2025-08-03,R03,Fleet B,2022,1,1,Y,207099
SHP-2025-01853,2025-08-02,2025-08-03,R06,Fleet A,2730,1,1,Y,146098
SHP-2025-01854,2025-08-02,2025-08-04,R10,Partner Haulage,281,2,2,Y,117151
SHP-2025-01855,2025-08-02,2025-08-04,R10,Fleet A,2264,2,2,Y,787796
SHP-2025-01856,2025-08-03,2025-08-04,R06,Fleet B,2734,1,1,Y,168456
SHP-2025-01857,2025-08-03,2025-08-05,R02,Fleet A,3235,2,2,Y,1061642
SHP-2025-01858,2025-08-03,2025-08-04,R07,Fleet B,3274,1,1,Y,447056
SHP-2025-01859,2025-08-03,2025-08-05,R04,Partner Haulage,1735,2,2,Y,603441
SHP-2025-01860,2025-08-03,2025-08-04,R03,Fleet A,481,1,1,Y,56141
SHP-2025-01861,2025-08-03,2025-08-05,R01,Fleet B,1539,2,2,Y,683809
SHP-2025-01862,2025-08-03,2025-08-08,R02,Partner Haulage,2762,2,5,N,1006756
SHP-2025-01863,2025-08-03,2025-08-05,R01,Partner Haulage,3204,2,2,Y,1395680
SHP-2025-01864,2025-08-03,2025-08-05,R10,Fleet B,3382,2,2,Y,1060510
SHP-2025-01865,2025-08-03,2025-08-04,R03,Fleet A,1710,1,1,Y,167457
SHP-2025-01866,2025-08-03,2025-08-04,R08,Partner Haulage,140,1,1,Y,48293
SHP-2025-01867,2025-08-03,2025-08-05,R04,Fleet A,2485,2,2,Y,918170
SHP-2025-01868,2025-08-04,2025-08-08,R04,Fleet A,1504,2,4,N,499046
SHP-2025-01869,2025-08-04,2025-08-06,R02,Fleet A,1245,2,2,Y,498874
SHP-2025-01870,2025-08-04,2025-08-05,R03,Fleet A,1432,1,1,Y,134667
SHP-2025-01871,2025-08-04,2025-08-05,R06,Partner Haulage,50,1,1,Y,17771
SHP-2025-01872,2025-08-04,2025-08-08,R01,Fleet A,2348,2,4,N,914924
SHP-2025-01873,2025-08-04,2025-08-06,R01,Fleet A,3506,2,2,Y,1349063
SHP-2025-01874,2025-08-04,2025-08-06,R10,Fleet B,2704,2,2,Y,839369
SHP-2025-01875,2025-08-04,2025-08-05,R06,Fleet A,2289,1,1,Y,139367
SHP-2025-01876,2025-08-04,2025-08-05,R06,Fleet A,1260,1,1,Y,85621
SHP-2025-01877,2025-08-04,2025-08-06,R02,Fleet A,2322,2,2,Y,948907
SHP-2025-01878,2025-08-04,2025-08-06,R01,Fleet A,1324,2,2,Y,644575
SHP-2025-01879,2025-08-04,2025-08-07,R02,Fleet A,404,2,3,N,151880
SHP-2025-01880,2025-08-05,2025-08-07,R10,Fleet A,2538,2,2,Y,857272
SHP-2025-01881,2025-08-05,2025-08-06,R08,Fleet A,1861,1,1,Y,411057
SHP-2025-01882,2025-08-05,2025-08-06,R05,Fleet A,2852,1,1,Y,733963
SHP-2025-01883,2025-08-05,2025-08-06,R08,Fleet A,2102,1,1,Y,493822
SHP-2025-01884,2025-08-05,2025-08-07,R01,Partner Haulage,885,2,2,Y,365510
SHP-2025-01885,2025-08-05,2025-08-06,R03,Fleet A,2473,1,1,Y,227141
SHP-2025-01886,2025-08-05,2025-08-08,R09,Fleet A,2249,3,3,Y,1427227
SHP-2025-01887,2025-08-05,2025-08-06,R07,Partner Haulage,2112,1,1,Y,320485
SHP-2025-01888,2025-08-05,2025-08-07,R02,Fleet A,2558,2,2,Y,828766
SHP-2025-01889,2025-08-06,2025-08-08,R02,Partner Haulage,1678,2,2,Y,584535
SHP-2025-01890,2025-08-06,2025-08-07,R05,Fleet B,50,1,1,Y,28345
SHP-2025-01891,2025-08-06,2025-08-07,R06,Fleet A,1105,1,1,Y,82368
SHP-2025-01892,2025-08-06,2025-08-08,R10,Fleet B,2855,2,2,Y,1001220
SHP-2025-01893,2025-08-06,2025-08-09,R04,Fleet B,917,2,3,N,338993
SHP-2025-01894,2025-08-06,2025-08-07,R06,Fleet A,1202,1,1,Y,83171
SHP-2025-01895,2025-08-06,2025-08-07,R03,Fleet A,50,1,1,Y,19453
SHP-2025-01896,2025-08-06,2025-08-08,R10,Partner Haulage,1956,2,2,Y,710726
SHP-2025-01897,2025-08-06,2025-08-07,R03,Partner Haulage,1772,1,1,Y,185291
SHP-2025-01898,2025-08-06,2025-08-07,R07,Fleet A,1578,1,1,Y,243730
SHP-2025-01899,2025-08-07,2025-08-08,R08,Fleet B,1024,1,1,Y,263574
SHP-2025-01900,2025-08-07,2025-08-08,R07,Fleet A,1962,1,1,Y,299287
SHP-2025-01901,2025-08-07,2025-08-08,R03,Fleet B,1073,1,1,Y,109314
SHP-2025-01902,2025-08-07,2025-08-09,R10,Fleet B,1725,2,2,Y,646182
SHP-2025-01903,2025-08-07,2025-08-09,R04,Fleet A,1611,2,2,Y,605859
SHP-2025-01904,2025-08-07,2025-08-08,R07,Fleet B,2410,1,1,Y,356423
SHP-2025-01905,2025-08-07,2025-08-08,R07,Fleet A,1450,1,1,Y,233113
SHP-2025-01906,2025-08-07,2025-08-08,R07,Partner Haulage,2173,1,1,Y,350128
SHP-2025-01907,2025-08-07,2025-08-08,R06,Partner Haulage,3709,1,1,Y,210158
SHP-2025-01908,2025-08-08,2025-08-10,R01,Fleet A,1755,2,2,Y,767419
SHP-2025-01909,2025-08-08,2025-08-09,R03,Fleet A,1004,1,1,Y,105465
SHP-2025-01910,2025-08-08,2025-08-09,R06,Fleet A,1713,1,1,Y,101174
SHP-2025-01911,2025-08-08,2025-08-09,R07,Fleet A,1707,1,1,Y,233313
SHP-2025-01912,2025-08-08,2025-08-10,R02,Fleet B,3696,2,2,Y,1196497
SHP-2025-01913,2025-08-08,2025-08-10,R02,Fleet A,2307,2,2,Y,813580
SHP-2025-01914,2025-08-08,2025-08-09,R06,Fleet A,2648,1,1,Y,175199
SHP-2025-01915,2025-08-08,2025-08-09,R05,Partner Haulage,1655,1,1,Y,469545
SHP-2025-01916,2025-08-08,2025-08-09,R07,Partner Haulage,2488,1,1,Y,384911
SHP-2025-01917,2025-08-08,2025-08-10,R04,Fleet B,1635,2,2,Y,585343
SHP-2025-01918,2025-08-08,2025-08-09,R06,Fleet B,3269,1,1,Y,200133
SHP-2025-01919,2025-08-08,2025-08-09,R07,Fleet A,740,1,1,Y,111522
SHP-2025-01920,2025-08-08,2025-08-09,R03,Fleet A,2315,1,1,Y,208116
SHP-2025-01921,2025-08-10,2025-08-11,R05,Fleet B,2270,1,1,Y,603275
SHP-2025-01922,2025-08-10,2025-08-12,R10,Fleet A,1255,2,2,Y,445445
SHP-2025-01923,2025-08-10,2025-08-13,R06,Partner Haulage,700,1,3,N,53158
SHP-2025-01924,2025-08-10,2025-08-11,R03,Fleet A,1660,1,1,Y,152363
SHP-2025-01925,2025-08-10,2025-08-11,R08,Fleet A,2987,1,1,Y,677714
SHP-2025-01926,2025-08-10,2025-08-11,R03,Fleet B,1969,1,1,Y,190974
SHP-2025-01927,2025-08-10,2025-08-11,R08,Fleet B,884,1,1,Y,195580
SHP-2025-01928,2025-08-10,2025-08-12,R04,Fleet B,2412,2,2,Y,909965
SHP-2025-01929,2025-08-10,2025-08-11,R07,Partner Haulage,1879,1,1,Y,284424
SHP-2025-01930,2025-08-10,2025-08-12,R01,Fleet A,1836,2,2,Y,772725
SHP-2025-01931,2025-08-10,2025-08-14,R01,Fleet A,3675,2,4,N,1730916
SHP-2025-01932,2025-08-10,2025-08-12,R04,Fleet A,2258,2,2,Y,756096
SHP-2025-01933,2025-08-10,2025-08-11,R06,Fleet A,2809,1,1,Y,176102
SHP-2025-01934,2025-08-10,2025-08-12,R10,Partner Haulage,2918,2,2,Y,1038810
SHP-2025-01935,2025-08-11,2025-08-14,R09,Fleet A,597,3,3,Y,364127
SHP-2025-01936,2025-08-11,2025-08-12,R05,Fleet B,2144,1,1,Y,601226
SHP-2025-01937,2025-08-11,2025-08-13,R10,Fleet A,2488,2,2,Y,810998
SHP-2025-01938,2025-08-11,2025-08-13,R04,Fleet A,2121,2,2,Y,808540
SHP-2025-01939,2025-08-11,2025-08-12,R08,Fleet A,2731,1,1,Y,562643
SHP-2025-01940,2025-08-11,2025-08-12,R08,Fleet B,1406,1,1,Y,358368
SHP-2025-01941,2025-08-11,2025-08-12,R05,Partner Haulage,2815,1,1,Y,703278
SHP-2025-01942,2025-08-11,2025-08-13,R02,Fleet B,1217,2,2,Y,408143
SHP-2025-01943,2025-08-11,2025-08-12,R08,Fleet B,1539,1,1,Y,394755
SHP-2025-01944,2025-08-11,2025-08-12,R08,Partner Haulage,2151,1,1,Y,439995
SHP-2025-01945,2025-08-11,2025-08-12,R03,Fleet B,2481,1,1,Y,235460
SHP-2025-01946,2025-08-11,2025-08-14,R04,Fleet A,1758,2,3,N,625199
SHP-2025-01947,2025-08-11,2025-08-13,R01,Partner Haulage,919,2,2,Y,401400
SHP-2025-01948,2025-08-11,2025-08-12,R05,Fleet A,1551,1,1,Y,456405
SHP-2025-01949,2025-08-12,2025-08-13,R07,Fleet A,558,1,1,Y,89522
SHP-2025-01950,2025-08-12,2025-08-17,R02,Fleet A,981,2,5,N,301141
SHP-2025-01951,2025-08-12,2025-08-13,R08,Partner Haulage,3672,1,1,Y,865291
SHP-2025-01952,2025-08-12,2025-08-14,R10,Fleet B,1351,2,2,Y,431235
SHP-2025-01953,2025-08-12,2025-08-14,R10,Fleet B,1435,2,2,Y,472722
SHP-2025-01954,2025-08-12,2025-08-13,R03,Fleet A,943,1,1,Y,98568
SHP-2025-01955,2025-08-12,2025-08-15,R09,Fleet A,705,3,3,Y,471985
SHP-2025-01956,2025-08-12,2025-08-13,R07,Fleet B,992,1,1,Y,157808
SHP-2025-01957,2025-08-12,2025-08-13,R07,Partner Haulage,1030,1,1,Y,165001
SHP-2025-01958,2025-08-12,2025-08-14,R05,Fleet B,2411,1,2,N,651472
SHP-2025-01959,2025-08-13,2025-08-14,R07,Partner Haulage,1400,1,1,Y,195336
SHP-2025-01960,2025-08-13,2025-08-14,R06,Fleet B,50,1,1,Y,17646
SHP-2025-01961,2025-08-13,2025-08-14,R07,Partner Haulage,2285,1,1,Y,356066
SHP-2025-01962,2025-08-13,2025-08-14,R06,Fleet A,759,1,1,Y,60444
SHP-2025-01963,2025-08-13,2025-08-14,R05,Fleet B,2523,1,1,Y,746299
SHP-2025-01964,2025-08-13,2025-08-15,R10,Fleet B,1948,2,2,Y,645795
SHP-2025-01965,2025-08-13,2025-08-14,R06,Partner Haulage,2105,1,1,Y,144413
SHP-2025-01966,2025-08-13,2025-08-14,R03,Partner Haulage,2618,1,1,Y,242486
SHP-2025-01967,2025-08-14,2025-08-16,R06,Fleet A,2571,1,2,N,173822
SHP-2025-01968,2025-08-14,2025-08-17,R01,Partner Haulage,1110,2,3,N,499558
SHP-2025-01969,2025-08-14,2025-08-15,R07,Fleet A,2483,1,1,Y,385285
SHP-2025-01970,2025-08-14,2025-08-18,R01,Partner Haulage,2907,2,4,N,1204533
SHP-2025-01971,2025-08-14,2025-08-15,R06,Partner Haulage,2508,1,1,Y,174005
SHP-2025-01972,2025-08-14,2025-08-16,R02,Partner Haulage,1328,2,2,Y,504634
SHP-2025-01973,2025-08-14,2025-08-16,R02,Fleet A,1148,2,2,Y,445975
SHP-2025-01974,2025-08-14,2025-08-16,R02,Fleet A,1532,2,2,Y,534583
SHP-2025-01975,2025-08-14,2025-08-15,R08,Partner Haulage,1406,1,1,Y,327380
SHP-2025-01976,2025-08-14,2025-08-15,R03,Fleet B,1429,1,1,Y,149323
SHP-2025-01977,2025-08-14,2025-08-16,R01,Fleet A,1166,2,2,Y,534242
SHP-2025-01978,2025-08-14,2025-08-16,R02,Fleet A,943,2,2,Y,323521
SHP-2025-01979,2025-08-14,2025-08-16,R10,Partner Haulage,1812,2,2,Y,620279
SHP-2025-01980,2025-08-15,2025-08-16,R06,Fleet A,2116,1,1,Y,136431
SHP-2025-01981,2025-08-15,2025-08-19,R04,Partner Haulage,2762,2,4,N,983504
SHP-2025-01982,2025-08-15,2025-08-16,R08,Partner Haulage,50,1,1,Y,25782
SHP-2025-01983,2025-08-15,2025-08-20,R04,Fleet B,2475,2,5,N,870276
SHP-2025-01984,2025-08-15,2025-08-16,R05,Fleet A,943,1,1,Y,290570
SHP-2025-01985,2025-08-15,2025-08-17,R01,Partner Haulage,1526,2,2,Y,606214
SHP-2025-01986,2025-08-15,2025-08-17,R01,Fleet A,2212,2,2,Y,885233
SHP-2025-01987,2025-08-15,2025-08-16,R06,Fleet A,1669,1,1,Y,130678
SHP-2025-01988,2025-08-15,2025-08-17,R10,Partner Haulage,287,2,2,Y,106174
SHP-2025-01989,2025-08-18,2025-08-19,R05,Fleet B,3146,1,1,Y,764218
SHP-2025-01990,2025-08-18,2025-08-19,R03,Partner Haulage,1046,1,1,Y,109180
SHP-2025-01991,2025-08-18,2025-08-22,R01,Partner Haulage,1408,2,4,N,555452
SHP-2025-01992,2025-08-18,2025-08-19,R03,Fleet B,2602,1,1,Y,253595
SHP-2025-01993,2025-08-18,2025-08-20,R10,Partner Haulage,1962,2,2,Y,661070
SHP-2025-01994,2025-08-18,2025-08-20,R01,Fleet A,1453,2,2,Y,617098
SHP-2025-01995,2025-08-18,2025-08-19,R03,Fleet B,2315,1,1,Y,203274
SHP-2025-01996,2025-08-18,2025-08-19,R05,Fleet A,1988,1,1,Y,537374
SHP-2025-01997,2025-08-18,2025-08-20,R01,Fleet A,2456,2,2,Y,1030854
SHP-2025-01998,2025-08-18,2025-08-21,R09,Fleet A,1524,3,3,Y,1075565
SHP-2025-01999,2025-08-18,2025-08-21,R03,Partner Haulage,2897,1,3,N,270794
SHP-2025-02000,2025-08-18,2025-08-19,R05,Fleet A,1754,1,1,Y,544004
SHP-2025-02001,2025-08-19,2025-08-20,R07,Partner Haulage,749,1,1,Y,123451
SHP-2025-02002,2025-08-19,2025-08-21,R01,Fleet B,300,2,2,Y,147697
SHP-2025-02003,2025-08-19,2025-08-20,R03,Partner Haulage,124,1,1,Y,26393
SHP-2025-02004,2025-08-19,2025-08-21,R04,Fleet B,1773,2,2,Y,657765
SHP-2025-02005,2025-08-19,2025-08-21,R07,Fleet A,1925,1,2,N,297678
SHP-2025-02006,2025-08-19,2025-08-22,R01,Fleet B,281,2,3,N,119901
SHP-2025-02007,2025-08-19,2025-08-21,R05,Fleet A,3984,1,2,N,1106946
SHP-2025-02008,2025-08-19,2025-08-20,R06,Fleet B,422,1,1,Y,37109
SHP-2025-02009,2025-08-20,2025-08-22,R01,Fleet A,50,2,2,Y,37313
SHP-2025-02010,2025-08-20,2025-08-21,R08,Partner Haulage,175,1,1,Y,53424
SHP-2025-02011,2025-08-20,2025-08-21,R03,Fleet A,1008,1,1,Y,95410
SHP-2025-02012,2025-08-20,2025-08-21,R06,Fleet A,2636,1,1,Y,164276
SHP-2025-02013,2025-08-20,2025-08-21,R06,Fleet A,1117,1,1,Y,79416
SHP-2025-02014,2025-08-20,2025-08-21,R06,Fleet A,451,1,1,Y,38225
SHP-2025-02015,2025-08-20,2025-08-22,R02,Fleet B,1714,2,2,Y,628695
SHP-2025-02016,2025-08-20,2025-08-22,R10,Fleet A,1349,2,2,Y,445391
SHP-2025-02017,2025-08-20,2025-08-25,R01,Fleet A,635,2,5,N,305296
SHP-2025-02018,2025-08-20,2025-08-21,R05,Fleet A,2146,1,1,Y,559343
SHP-2025-02019,2025-08-20,2025-08-21,R08,Fleet B,2155,1,1,Y,522175
SHP-2025-02020,2025-08-21,2025-08-23,R10,Fleet A,739,2,2,Y,261249
SHP-2025-02021,2025-08-21,2025-08-22,R08,Fleet A,2107,1,1,Y,467581
SHP-2025-02022,2025-08-21,2025-08-22,R06,Fleet B,289,1,1,Y,33091
SHP-2025-02023,2025-08-21,2025-08-24,R09,Partner Haulage,4270,3,3,Y,2764699
SHP-2025-02024,2025-08-21,2025-08-26,R01,Fleet A,2192,2,5,N,913404
SHP-2025-02025,2025-08-21,2025-08-23,R01,Fleet A,248,2,2,Y,116767
SHP-2025-02026,2025-08-21,2025-08-23,R02,Partner Haulage,1335,2,2,Y,476335
SHP-2025-02027,2025-08-21,2025-08-24,R09,Fleet A,2921,3,3,Y,1882694
SHP-2025-02028,2025-08-21,2025-08-22,R03,Partner Haulage,1490,1,1,Y,159309
SHP-2025-02029,2025-08-22,2025-08-27,R02,Partner Haulage,641,2,5,N,229560
SHP-2025-02030,2025-08-22,2025-08-27,R02,Fleet B,756,2,5,N,272950
SHP-2025-02031,2025-08-22,2025-08-25,R02,Fleet B,1930,2,3,N,746047
SHP-2025-02032,2025-08-22,2025-08-23,R07,Fleet A,2098,1,1,Y,333830
SHP-2025-02033,2025-08-22,2025-08-24,R04,Fleet B,3445,2,2,Y,1264163
SHP-2025-02034,2025-08-22,2025-08-23,R06,Fleet A,1331,1,1,Y,89043
SHP-2025-02035,2025-08-23,2025-08-24,R08,Fleet B,3289,1,1,Y,698080
SHP-2025-02036,2025-08-23,2025-08-25,R07,Partner Haulage,1762,1,2,N,285719
